agrupacion_nombre,sum votos_cantidad,circuito_id,seccion_nombre
LA LIBERTAD AVANZA,1518,00119,11
LA LIBERTAD AVANZA,1808,00120,11
LA LIBERTAD AVANZA,1620,00121,11
LA LIBERTAD AVANZA,1273,00122,11
LA LIBERTAD AVANZA,1315,00123,11
LA LIBERTAD AVANZA,1408,00124,12
LA LIBERTAD AVANZA,1818,00125,12
LA LIBERTAD AVANZA,1559,00126,12
LA LIBERTAD AVANZA,2259,00127,12
LA LIBERTAD AVANZA,1636,00128,12
LA LIBERTAD AVANZA,2376,00129,12
LA LIBERTAD AVANZA,1562,00130,12
LA LIBERTAD AVANZA,466,00131,12
LA LIBERTAD AVANZA,1829,00132,12
LA LIBERTAD AVANZA,1614,00133,12
LA LIBERTAD AVANZA,693,00134,13
LA LIBERTAD AVANZA,988,00135,13
LA LIBERTAD AVANZA,1192,00136,13
LA LIBERTAD AVANZA,1074,00137,13
LA LIBERTAD AVANZA,2390,00138,13
LA LIBERTAD AVANZA,1467,00139,13
LA LIBERTAD AVANZA,727,00140,13
LA LIBERTAD AVANZA,1219,00141,13
LA LIBERTAD AVANZA,1726,00142,13
LA LIBERTAD AVANZA,1496,00143,13
LA LIBERTAD AVANZA,584,00144,13
LA LIBERTAD AVANZA,1062,00145,13
LA LIBERTAD AVANZA,845,00146,13
LA LIBERTAD AVANZA,1662,00147,13
LA LIBERTAD AVANZA,1780,00148,14
LA LIBERTAD AVANZA,2299,00149,14
LA LIBERTAD AVANZA,1229,00150,14
LA LIBERTAD AVANZA,2128,00151,14
LA LIBERTAD AVANZA,1407,00152,14
LA LIBERTAD AVANZA,1669,00153,14
LA LIBERTAD AVANZA,2139,00154,14
LA LIBERTAD AVANZA,2185,00155,14
LA LIBERTAD AVANZA,737,00156,14
LA LIBERTAD AVANZA,1269,00157,14
LA LIBERTAD AVANZA,1491,00158,15
LA LIBERTAD AVANZA,999,00159,15
LA LIBERTAD AVANZA,1787,00160,15
LA LIBERTAD AVANZA,1543,00161,15
LA LIBERTAD AVANZA,1721,00162,15
LA LIBERTAD AVANZA,1169,00163,15
LA LIBERTAD AVANZA,1112,00164,15
LA LIBERTAD AVANZA,1576,00165,15
LA LIBERTAD AVANZA,1365,00166,15
LA LIBERTAD AVANZA,1123,00167,15
UNION POR LA PATRIA,2751,00001,1
UNION POR LA PATRIA,2735,00002,1
UNION POR LA PATRIA,297,00003,1
UNION POR LA PATRIA,213,00004,1
UNION POR LA PATRIA,3812,00005,1
UNION POR LA PATRIA,1391,00006,1
UNION POR LA PATRIA,890,00007,1
UNION POR LA PATRIA,1132,00008,1
UNION POR LA PATRIA,1643,00009,1
UNION POR LA PATRIA,2060,00010,1
UNION POR LA PATRIA,2503,00011,1
UNION POR LA PATRIA,2245,00012,1
UNION POR LA PATRIA,2881,00013,1
UNION POR LA PATRIA,951,00014,1
UNION POR LA PATRIA,2179,00015,1
UNION POR LA PATRIA,1936,00016,1
UNION POR LA PATRIA,3025,00017,1
UNION POR LA PATRIA,1629,00018,1
UNION POR LA PATRIA,2736,00019,1
UNION POR LA PATRIA,1170,00020,2
UNION POR LA PATRIA,698,00021,2
UNION POR LA PATRIA,2257,00022,2
UNION POR LA PATRIA,2764,00023,2
UNION POR LA PATRIA,1403,00024,2
UNION POR LA PATRIA,1228,00025,2
UNION POR LA PATRIA,1526,00026,2
UNION POR LA PATRIA,1914,00027,2
UNION POR LA PATRIA,3193,00028,2
UNION POR LA PATRIA,2140,00029,2
UNION POR LA PATRIA,2101,00030,3
UNION POR LA PATRIA,2368,00031,3
UNION POR LA PATRIA,2140,00032,3
UNION POR LA PATRIA,1810,00033,3
UNION POR LA PATRIA,3126,00034,3
UNION POR LA PATRIA,3019,00035,3
UNION POR LA PATRIA,2195,00036,3
UNION POR LA PATRIA,2691,00037,3
UNION POR LA PATRIA,3042,00038,3
UNION POR LA PATRIA,2929,00039,3
UNION POR LA PATRIA,2469,00040,3
UNION POR LA PATRIA,4850,00041,3
UNION POR LA PATRIA,3989,00042,3
UNION POR LA PATRIA,3312,00043,4
UNION POR LA PATRIA,2574,00044,4
UNION POR LA PATRIA,1857,00045,4
UNION POR LA PATRIA,1848,00046,4
UNION POR LA PATRIA,6247,00047,4
UNION POR LA PATRIA,2985,00048,4
UNION POR LA PATRIA,2880,00049,4
UNION POR LA PATRIA,3043,00050,4
UNION POR LA PATRIA,2180,00051,4
UNION POR LA PATRIA,3038,00052,4
UNION POR LA PATRIA,3677,00053,4
UNION POR LA PATRIA,3835,00054,4
UNION POR LA PATRIA,2496,00055,4
UNION POR LA PATRIA,2427,00056,4
UNION POR LA PATRIA,4898,00057,4
UNION POR LA PATRIA,3982,00058,5
UNION POR LA PATRIA,3766,00059,5
UNION POR LA PATRIA,4486,00060,5
UNION POR LA PATRIA,3541,00061,5
UNION POR LA PATRIA,2805,00062,5
UNION POR LA PATRIA,4830,00063,5
UNION POR LA PATRIA,5405,00064,5
UNION POR LA PATRIA,3366,00065,5
UNION POR LA PATRIA,3405,00066,5
UNION POR LA PATRIA,5046,00067,5
UNION POR LA PATRIA,5132,00068,6
UNION POR LA PATRIA,6098,00069,6
UNION POR LA PATRIA,6604,00070,6
UNION POR LA PATRIA,6844,00071,6
UNION POR LA PATRIA,3529,00072,6
UNION POR LA PATRIA,4555,00073,6
UNION POR LA PATRIA,4987,00074,6
UNION POR LA PATRIA,2681,00075,7
UNION POR LA PATRIA,4187,00076,7
UNION POR LA PATRIA,3696,00077,7
UNION POR LA PATRIA,2901,00078,7
UNION POR LA PATRIA,2758,00079,7
UNION POR LA PATRIA,3158,00080,7
UNION POR LA PATRIA,2733,00081,7
UNION POR LA PATRIA,3192,00082,7
UNION POR LA PATRIA,4041,00083,7
UNION POR LA PATRIA,2847,00084,7
UNION POR LA PATRIA,1883,00085,7
UNION POR LA PATRIA,10312,00086,7
UNION POR LA PATRIA,10497,00087,8
UNION POR LA PATRIA,3480,00088,8
UNION POR LA PATRIA,14948,00089,8
UNION POR LA PATRIA,12934,00090,8
UNION POR LA PATRIA,3413,00091,9
UNION POR LA PATRIA,3650,00092,9
UNION POR LA PATRIA,2143,00093,9
UNION POR LA PATRIA,2836,00094,9
UNION POR LA PATRIA,4337,00095,9
UNION POR LA PATRIA,3428,00096,9
UNION POR LA PATRIA,3348,00097,9
UNION POR LA PATRIA,5145,00098,9
UNION POR LA PATRIA,2382,00099,9
UNION POR LA PATRIA,3210,00100,9
UNION POR LA PATRIA,3704,00101,9
UNION POR LA PATRIA,2965,00102,10
UNION POR LA PATRIA,2695,00103,10
UNION POR LA PATRIA,2654,00104,10
UNION POR LA PATRIA,4231,00105,10
UNION POR LA PATRIA,2762,00106,10
UNION POR LA PATRIA,4816,00107,10
UNION POR LA PATRIA,2968,00108,10
UNION POR LA PATRIA,4603,00109,10
UNION POR LA PATRIA,2670,00110,10
UNION POR LA PATRIA,2821,00111,10
UNION POR LA PATRIA,2157,00112,10
UNION POR LA PATRIA,3007,00113,11
UNION POR LA PATRIA,4284,00114,11
UNION POR LA PATRIA,3293,00115,11
UNION POR LA PATRIA,4705,00116,11
UNION POR LA PATRIA,4492,00117,11
UNION POR LA PATRIA,3179,00118,11
UNION POR LA PATRIA,4195,00119,11
UNION POR LA PATRIA,3780,00120,11
UNION POR LA PATRIA,3241,00121,11
UNION POR LA PATRIA,2112,00122,11
UNION POR LA PATRIA,3059,00123,11
UNION POR LA PATRIA,4174,00124,12
UNION POR LA PATRIA,4959,00125,12
UNION POR LA PATRIA,4045,00126,12
UNION POR LA PATRIA,4588,00127,12
UNION POR LA PATRIA,4503,00128,12
UNION POR LA PATRIA,5546,00129,12
UNION POR LA PATRIA,3948,00130,12
UNION POR LA PATRIA,1289,00131,12
UNION POR LA PATRIA,4636,00132,12
UNION POR LA PATRIA,4337,00133,12
UNION POR LA PATRIA,1496,00134,13
UNION POR LA PATRIA,2147,00135,13
UNION POR LA PATRIA,2777,00136,13
UNION POR LA PATRIA,2733,00137,13
UNION POR LA PATRIA,4418,00138,13
UNION POR LA PATRIA,2633,00139,13
UNION POR LA PATRIA,1462,00140,13
UNION POR LA PATRIA,2182,00141,13
UNION POR LA PATRIA,2354,00142,13
UNION POR LA PATRIA,2592,00143,13
UNION POR LA PATRIA,1088,00144,13
UNION POR LA PATRIA,3577,00145,13
UNION POR LA PATRIA,2803,00146,13
UNION POR LA PATRIA,3065,00147,13
UNION POR LA PATRIA,2919,00148,14
UNION POR LA PATRIA,2943,00149,14
UNION POR LA PATRIA,920,00150,14
UNION POR LA PATRIA,3078,00151,14
UNION POR LA PATRIA,2602,00152,14
UNION POR LA PATRIA,4309,00153,14
UNION POR LA PATRIA,5499,00154,14
UNION POR LA PATRIA,5152,00155,14
UNION POR LA PATRIA,2476,00156,14
UNION POR LA PATRIA,4011,00157,14
UNION POR LA PATRIA,5047,00158,15
UNION POR LA PATRIA,3150,00159,15
UNION POR LA PATRIA,5700,00160,15
UNION POR LA PATRIA,5273,00161,15
UNION POR LA PATRIA,4694,00162,15
UNION POR LA PATRIA,3672,00163,15
UNION POR LA PATRIA,3378,00164,15
UNION POR LA PATRIA,4911,00165,15
UNION POR LA PATRIA,4407,00166,15
UNION POR LA PATRIA,3127,00167,15
