descripcion_candidatura,sum cant_votos,CIRCUITO,COMUNA
Frente de Izquierda y de Trabajadores - Unidad,135,00009,1
Frente de Izquierda y de Trabajadores - Unidad,171,00010,1
Frente de Izquierda y de Trabajadores - Unidad,232,00011,1
Frente de Izquierda y de Trabajadores - Unidad,218,00012,1
Frente de Izquierda y de Trabajadores - Unidad,262,00013,1
Frente de Izquierda y de Trabajadores - Unidad,87,00014,1
Frente de Izquierda y de Trabajadores - Unidad,198,00015,1
Frente de Izquierda y de Trabajadores - Unidad,218,00016,1
Frente de Izquierda y de Trabajadores - Unidad,278,00017,1
Frente de Izquierda y de Trabajadores - Unidad,137,00018,1
Frente de Izquierda y de Trabajadores - Unidad,195,00019,1
Frente de Izquierda y de Trabajadores - Unidad,72,00020,2
Frente de Izquierda y de Trabajadores - Unidad,82,00021,2
Frente de Izquierda y de Trabajadores - Unidad,200,00022,2
Frente de Izquierda y de Trabajadores - Unidad,240,00023,2
Frente de Izquierda y de Trabajadores - Unidad,131,00024,2
Frente de Izquierda y de Trabajadores - Unidad,94,00025,2
Frente de Izquierda y de Trabajadores - Unidad,109,00026,2
Frente de Izquierda y de Trabajadores - Unidad,190,00027,2
Frente de Izquierda y de Trabajadores - Unidad,270,00028,2
Frente de Izquierda y de Trabajadores - Unidad,207,00029,2
Frente de Izquierda y de Trabajadores - Unidad,189,00030,3
Frente de Izquierda y de Trabajadores - Unidad,223,00031,3
Frente de Izquierda y de Trabajadores - Unidad,265,00032,3
Frente de Izquierda y de Trabajadores - Unidad,162,00033,3
Frente de Izquierda y de Trabajadores - Unidad,262,00034,3
Frente de Izquierda y de Trabajadores - Unidad,247,00035,3
Frente de Izquierda y de Trabajadores - Unidad,221,00036,3
Frente de Izquierda y de Trabajadores - Unidad,194,00037,3
Frente de Izquierda y de Trabajadores - Unidad,261,00038,3
Frente de Izquierda y de Trabajadores - Unidad,304,00039,3
Frente de Izquierda y de Trabajadores - Unidad,257,00040,3
Frente de Izquierda y de Trabajadores - Unidad,473,00041,3
Frente de Izquierda y de Trabajadores - Unidad,386,00042,3
Frente de Izquierda y de Trabajadores - Unidad,353,00043,4
Frente de Izquierda y de Trabajadores - Unidad,255,00044,4
Frente de Izquierda y de Trabajadores - Unidad,169,00045,4
Frente de Izquierda y de Trabajadores - Unidad,153,00046,4
Frente de Izquierda y de Trabajadores - Unidad,302,00047,4
Frente de Izquierda y de Trabajadores - Unidad,297,00048,4
Frente de Izquierda y de Trabajadores - Unidad,231,00049,4
Frente de Izquierda y de Trabajadores - Unidad,287,00050,4
Frente de Izquierda y de Trabajadores - Unidad,188,00051,4
Frente de Izquierda y de Trabajadores - Unidad,225,00052,4
Frente de Izquierda y de Trabajadores - Unidad,248,00053,4
Frente de Izquierda y de Trabajadores - Unidad,326,00054,4
Frente de Izquierda y de Trabajadores - Unidad,199,00055,4
Frente de Izquierda y de Trabajadores - Unidad,193,00056,4
Frente de Izquierda y de Trabajadores - Unidad,440,00057,4
Frente de Izquierda y de Trabajadores - Unidad,353,00058,5
Frente de Izquierda y de Trabajadores - Unidad,342,00059,5
Frente de Izquierda y de Trabajadores - Unidad,441,00060,5
Frente de Izquierda y de Trabajadores - Unidad,407,00061,5
Frente de Izquierda y de Trabajadores - Unidad,285,00062,5
Frente de Izquierda y de Trabajadores - Unidad,522,00063,5
Frente de Izquierda y de Trabajadores - Unidad,558,00064,5
Frente de Izquierda y de Trabajadores - Unidad,267,00065,5
Frente de Izquierda y de Trabajadores - Unidad,338,00066,5
Frente de Izquierda y de Trabajadores - Unidad,518,00067,5
Frente de Izquierda y de Trabajadores - Unidad,528,00068,6
Frente de Izquierda y de Trabajadores - Unidad,612,00069,6
Frente de Izquierda y de Trabajadores - Unidad,591,00070,6
Frente de Izquierda y de Trabajadores - Unidad,692,00071,6
Frente de Izquierda y de Trabajadores - Unidad,389,00072,6
Frente de Izquierda y de Trabajadores - Unidad,503,00073,6
Frente de Izquierda y de Trabajadores - Unidad,505,00074,6
Frente de Izquierda y de Trabajadores - Unidad,282,00075,7
Frente de Izquierda y de Trabajadores - Unidad,412,00076,7
Frente de Izquierda y de Trabajadores - Unidad,305,00077,7
Frente de Izquierda y de Trabajadores - Unidad,237,00078,7
Frente de Izquierda y de Trabajadores - Unidad,262,00079,7
Frente de Izquierda y de Trabajadores - Unidad,315,00080,7
Frente de Izquierda y de Trabajadores - Unidad,166,00081,7
Frente de Izquierda y de Trabajadores - Unidad,287,00082,7
Frente de Izquierda y de Trabajadores - Unidad,375,00083,7
Frente de Izquierda y de Trabajadores - Unidad,251,00084,7
Frente de Izquierda y de Trabajadores - Unidad,187,00085,7
Frente de Izquierda y de Trabajadores - Unidad,767,00086,7
Frente de Izquierda y de Trabajadores - Unidad,694,00087,8
Frente de Izquierda y de Trabajadores - Unidad,256,00088,8
Frente de Izquierda y de Trabajadores - Unidad,905,00089,8
Frente de Izquierda y de Trabajadores - Unidad,711,00090,8
Frente de Izquierda y de Trabajadores - Unidad,189,00091,9
Frente de Izquierda y de Trabajadores - Unidad,394,00092,9
Frente de Izquierda y de Trabajadores - Unidad,182,00093,9
Frente de Izquierda y de Trabajadores - Unidad,290,00094,9
Frente de Izquierda y de Trabajadores - Unidad,338,00095,9
Frente de Izquierda y de Trabajadores - Unidad,254,00096,9
Frente de Izquierda y de Trabajadores - Unidad,205,00097,9
Frente de Izquierda y de Trabajadores - Unidad,349,00098,9
Frente de Izquierda y de Trabajadores - Unidad,173,00099,9
Frente de Izquierda y de Trabajadores - Unidad,273,00100,9
Frente de Izquierda y de Trabajadores - Unidad,345,00101,9
Frente de Izquierda y de Trabajadores - Unidad,282,00102,10
Frente de Izquierda y de Trabajadores - Unidad,240,00103,10
Frente de Izquierda y de Trabajadores - Unidad,281,00104,10
Frente de Izquierda y de Trabajadores - Unidad,415,00105,10
Frente de Izquierda y de Trabajadores - Unidad,254,00106,10
Frente de Izquierda y de Trabajadores - Unidad,458,00107,10
Frente de Izquierda y de Trabajadores - Unidad,297,00108,10
Frente de Izquierda y de Trabajadores - Unidad,524,00109,10
Frente de Izquierda y de Trabajadores - Unidad,237,00110,10
Frente de Izquierda y de Trabajadores - Unidad,281,00111,10
Frente de Izquierda y de Trabajadores - Unidad,206,00112,10
Frente de Izquierda y de Trabajadores - Unidad,356,00113,11
Frente de Izquierda y de Trabajadores - Unidad,443,00114,11
Frente de Izquierda y de Trabajadores - Unidad,289,00115,11
Frente de Izquierda y de Trabajadores - Unidad,446,00116,11
Frente de Izquierda y de Trabajadores - Unidad,473,00117,11
Frente de Izquierda y de Trabajadores - Unidad,304,00118,11
Frente de Izquierda y de Trabajadores - Unidad,365,00119,11
Frente de Izquierda y de Trabajadores - Unidad,366,00120,11
Frente de Izquierda y de Trabajadores - Unidad,285,00121,11
Frente de Izquierda y de Trabajadores - Unidad,191,00122,11
Frente de Izquierda y de Trabajadores - Unidad,296,00123,11
Frente de Izquierda y de Trabajadores - Unidad,379,00124,12
Frente de Izquierda y de Trabajadores - Unidad,471,00125,12
Frente de Izquierda y de Trabajadores - Unidad,426,00126,12
Frente de Izquierda y de Trabajadores - Unidad,456,00127,12
Frente de Izquierda y de Trabajadores - Unidad,469,00128,12
Frente de Izquierda y de Trabajadores - Unidad,545,00129,12
Frente de Izquierda y de Trabajadores - Unidad,411,00130,12
Frente de Izquierda y de Trabajadores - Unidad,123,00131,12
Frente de Izquierda y de Trabajadores - Unidad,412,00132,12
Frente de Izquierda y de Trabajadores - Unidad,390,00133,12
Frente de Izquierda y de Trabajadores - Unidad,151,00134,13
Frente de Izquierda y de Trabajadores - Unidad,189,00135,13
Frente de Izquierda y de Trabajadores - Unidad,274,00136,13
Frente de Izquierda y de Trabajadores - Unidad,292,00137,13
Frente de Izquierda y de Trabajadores - Unidad,451,00138,13
Frente de Izquierda y de Trabajadores - Unidad,253,00139,13
Frente de Izquierda y de Trabajadores - Unidad,130,00140,13
Frente de Izquierda y de Trabajadores - Unidad,181,00141,13
Frente de Izquierda y de Trabajadores - Unidad,176,00142,13
Frente de Izquierda y de Trabajadores - Unidad,261,00143,13
Frente de Izquierda y de Trabajadores - Unidad,102,00144,13
Frente de Izquierda y de Trabajadores - Unidad,323,00145,13
Frente de Izquierda y de Trabajadores - Unidad,253,00146,13
Frente de Izquierda y de Trabajadores - Unidad,308,00147,13
Frente de Izquierda y de Trabajadores - Unidad,260,00148,14
Frente de Izquierda y de Trabajadores - Unidad,237,00149,14
Frente de Izquierda y de Trabajadores - Unidad,59,00150,14
Frente de Izquierda y de Trabajadores - Unidad,217,00151,14
Frente de Izquierda y de Trabajadores - Unidad,228,00152,14
Frente de Izquierda y de Trabajadores - Unidad,428,00153,14
Frente de Izquierda y de Trabajadores - Unidad,519,00154,14
Frente de Izquierda y de Trabajadores - Unidad,463,00155,14
Frente de Izquierda y de Trabajadores - Unidad,224,00156,14
Frente de Izquierda y de Trabajadores - Unidad,351,00157,14
Frente de Izquierda y de Trabajadores - Unidad,485,00158,15
Frente de Izquierda y de Trabajadores - Unidad,325,00159,15
Frente de Izquierda y de Trabajadores - Unidad,534,00160,15
Frente de Izquierda y de Trabajadores - Unidad,571,00161,15
Frente de Izquierda y de Trabajadores - Unidad,430,00162,15
Frente de Izquierda y de Trabajadores - Unidad,355,00163,15
Frente de Izquierda y de Trabajadores - Unidad,299,00164,15
Frente de Izquierda y de Trabajadores - Unidad,506,00165,15
Frente de Izquierda y de Trabajadores - Unidad,506,00166,15
Frente de Izquierda y de Trabajadores - Unidad,319,00167,15
La Izquierda en la Ciudad,32,00001,1
La Izquierda en la Ciudad,28,00002,1
La Izquierda en la Ciudad,1,00003,1
La Izquierda en la Ciudad,3,00004,1
La Izquierda en la Ciudad,37,00005,1
La Izquierda en la Ciudad,11,00006,1
La Izquierda en la Ciudad,9,00007,1
La Izquierda en la Ciudad,13,00008,1
La Izquierda en la Ciudad,28,00009,1
La Izquierda en la Ciudad,18,00010,1
La Izquierda en la Ciudad,21,00011,1
La Izquierda en la Ciudad,28,00012,1
La Izquierda en la Ciudad,32,00013,1
La Izquierda en la Ciudad,13,00014,1
La Izquierda en la Ciudad,29,00015,1
La Izquierda en la Ciudad,21,00016,1
La Izquierda en la Ciudad,29,00017,1
La Izquierda en la Ciudad,23,00018,1
La Izquierda en la Ciudad,32,00019,1
La Izquierda en la Ciudad,14,00020,2
La Izquierda en la Ciudad,6,00021,2
La Izquierda en la Ciudad,22,00022,2
La Izquierda en la Ciudad,29,00023,2
La Izquierda en la Ciudad,21,00024,2
La Izquierda en la Ciudad,10,00025,2
La Izquierda en la Ciudad,19,00026,2
La Izquierda en la Ciudad,22,00027,2
La Izquierda en la Ciudad,32,00028,2
La Izquierda en la Ciudad,27,00029,2
La Izquierda en la Ciudad,28,00030,3
La Izquierda en la Ciudad,25,00031,3
La Izquierda en la Ciudad,25,00032,3
La Izquierda en la Ciudad,13,00033,3
La Izquierda en la Ciudad,41,00034,3
La Izquierda en la Ciudad,25,00035,3
La Izquierda en la Ciudad,14,00036,3
La Izquierda en la Ciudad,17,00037,3
La Izquierda en la Ciudad,26,00038,3
La Izquierda en la Ciudad,37,00039,3
La Izquierda en la Ciudad,27,00040,3
La Izquierda en la Ciudad,52,00041,3
La Izquierda en la Ciudad,35,00042,3
La Izquierda en la Ciudad,41,00043,4
La Izquierda en la Ciudad,28,00044,4
La Izquierda en la Ciudad,18,00045,4
La Izquierda en la Ciudad,21,00046,4
La Izquierda en la Ciudad,41,00047,4
La Izquierda en la Ciudad,41,00048,4
La Izquierda en la Ciudad,33,00049,4
La Izquierda en la Ciudad,33,00050,4
La Izquierda en la Ciudad,23,00051,4
La Izquierda en la Ciudad,41,00052,4
La Izquierda en la Ciudad,35,00053,4
La Izquierda en la Ciudad,53,00054,4
La Izquierda en la Ciudad,26,00055,4
La Izquierda en la Ciudad,29,00056,4
La Izquierda en la Ciudad,62,00057,4
La Izquierda en la Ciudad,46,00058,5
La Izquierda en la Ciudad,52,00059,5
La Izquierda en la Ciudad,41,00060,5
La Izquierda en la Ciudad,33,00061,5
La Izquierda en la Ciudad,37,00062,5
La Izquierda en la Ciudad,50,00063,5
La Izquierda en la Ciudad,65,00064,5
La Izquierda en la Ciudad,36,00065,5
La Izquierda en la Ciudad,35,00066,5
La Izquierda en la Ciudad,54,00067,5
La Izquierda en la Ciudad,60,00068,6
La Izquierda en la Ciudad,48,00069,6
La Izquierda en la Ciudad,71,00070,6
La Izquierda en la Ciudad,75,00071,6
La Izquierda en la Ciudad,42,00072,6
La Izquierda en la Ciudad,51,00073,6
La Izquierda en la Ciudad,49,00074,6
La Izquierda en la Ciudad,27,00075,7
La Izquierda en la Ciudad,37,00076,7
La Izquierda en la Ciudad,38,00077,7
La Izquierda en la Ciudad,33,00078,7
La Izquierda en la Ciudad,31,00079,7
La Izquierda en la Ciudad,24,00080,7
La Izquierda en la Ciudad,22,00081,7
La Izquierda en la Ciudad,35,00082,7
La Izquierda en la Ciudad,47,00083,7
La Izquierda en la Ciudad,30,00084,7
La Izquierda en la Ciudad,24,00085,7
La Izquierda en la Ciudad,80,00086,7
La Izquierda en la Ciudad,102,00087,8
La Izquierda en la Ciudad,25,00088,8
La Izquierda en la Ciudad,147,00089,8
La Izquierda en la Ciudad,141,00090,8
La Izquierda en la Ciudad,31,00091,9
La Izquierda en la Ciudad,39,00092,9
La Izquierda en la Ciudad,19,00093,9
La Izquierda en la Ciudad,36,00094,9
La Izquierda en la Ciudad,52,00095,9
La Izquierda en la Ciudad,32,00096,9
La Izquierda en la Ciudad,30,00097,9
La Izquierda en la Ciudad,58,00098,9
La Izquierda en la Ciudad,36,00099,9
La Izquierda en la Ciudad,40,00100,9
La Izquierda en la Ciudad,38,00101,9
La Izquierda en la Ciudad,51,00102,10
La Izquierda en la Ciudad,27,00103,10
La Izquierda en la Ciudad,35,00104,10
La Izquierda en la Ciudad,45,00105,10
La Izquierda en la Ciudad,45,00106,10
La Izquierda en la Ciudad,66,00107,10
La Izquierda en la Ciudad,31,00108,10
La Izquierda en la Ciudad,53,00109,10
La Izquierda en la Ciudad,30,00110,10
La Izquierda en la Ciudad,32,00111,10
La Izquierda en la Ciudad,22,00112,10
La Izquierda en la Ciudad,46,00113,11
La Izquierda en la Ciudad,60,00114,11
La Izquierda en la Ciudad,35,00115,11
La Izquierda en la Ciudad,57,00116,11
La Izquierda en la Ciudad,60,00117,11
La Izquierda en la Ciudad,29,00118,11
La Izquierda en la Ciudad,44,00119,11
La Izquierda en la Ciudad,59,00120,11
La Izquierda en la Ciudad,48,00121,11
La Izquierda en la Ciudad,25,00122,11
La Izquierda en la Ciudad,52,00123,11
La Izquierda en la Ciudad,43,00124,12
La Izquierda en la Ciudad,56,00125,12
La Izquierda en la Ciudad,39,00126,12
La Izquierda en la Ciudad,57,00127,12
La Izquierda en la Ciudad,47,00128,12
La Izquierda en la Ciudad,68,00129,12
La Izquierda en la Ciudad,52,00130,12
La Izquierda en la Ciudad,23,00131,12
La Izquierda en la Ciudad,66,00132,12
La Izquierda en la Ciudad,46,00133,12
La Izquierda en la Ciudad,18,00134,13
La Izquierda en la Ciudad,20,00135,13
La Izquierda en la Ciudad,28,00136,13
La Izquierda en la Ciudad,34,00137,13
La Izquierda en la Ciudad,56,00138,13
La Izquierda en la Ciudad,30,00139,13
La Izquierda en la Ciudad,18,00140,13
La Izquierda en la Ciudad,19,00141,13
La Izquierda en la Ciudad,22,00142,13
La Izquierda en la Ciudad,31,00143,13
La Izquierda en la Ciudad,12,00144,13
La Izquierda en la Ciudad,39,00145,13
La Izquierda en la Ciudad,27,00146,13
La Izquierda en la Ciudad,35,00147,13
La Izquierda en la Ciudad,22,00148,14
La Izquierda en la Ciudad,28,00149,14
La Izquierda en la Ciudad,8,00150,14
La Izquierda en la Ciudad,33,00151,14
La Izquierda en la Ciudad,29,00152,14
La Izquierda en la Ciudad,56,00153,14
La Izquierda en la Ciudad,53,00154,14
La Izquierda en la Ciudad,58,00155,14
La Izquierda en la Ciudad,19,00156,14
La Izquierda en la Ciudad,38,00157,14
La Izquierda en la Ciudad,66,00158,15
La Izquierda en la Ciudad,30,00159,15
La Izquierda en la Ciudad,72,00160,15
La Izquierda en la Ciudad,54,00161,15
La Izquierda en la Ciudad,55,00162,15
La Izquierda en la Ciudad,34,00163,15
La Izquierda en la Ciudad,34,00164,15
La Izquierda en la Ciudad,47,00165,15
La Izquierda en la Ciudad,61,00166,15
La Izquierda en la Ciudad,32,00167,15
La Libertad Avanza,1556,00001,1
La Libertad Avanza,1310,00002,1
La Libertad Avanza,976,00003,1
La Libertad Avanza,751,00004,1
La Libertad Avanza,1637,00005,1
La Libertad Avanza,4304,00006,1
La Libertad Avanza,1892,00007,1
La Libertad Avanza,1780,00008,1
La Libertad Avanza,2340,00009,1
La Libertad Avanza,2277,00010,1
La Libertad Avanza,2149,00011,1
La Libertad Avanza,1864,00012,1
La Libertad Avanza,2081,00013,1
La Libertad Avanza,968,00014,1
La Libertad Avanza,1209,00015,1
La Libertad Avanza,1241,00016,1
La Libertad Avanza,1757,00017,1
La Libertad Avanza,1123,00018,1
La Libertad Avanza,1624,00019,1
La Libertad Avanza,1717,00020,2
La Libertad Avanza,3695,00021,2
La Libertad Avanza,3244,00022,2
La Libertad Avanza,4213,00023,2
La Libertad Avanza,3154,00024,2
La Libertad Avanza,3033,00025,2
La Libertad Avanza,4310,00026,2
La Libertad Avanza,2780,00027,2
La Libertad Avanza,3632,00028,2
La Libertad Avanza,2250,00029,2
La Libertad Avanza,2243,00030,3
La Libertad Avanza,2486,00031,3
La Libertad Avanza,1962,00032,3
La Libertad Avanza,1521,00033,3
La Libertad Avanza,2721,00034,3
La Libertad Avanza,1802,00035,3
La Libertad Avanza,1422,00036,3
La Libertad Avanza,1457,00037,3
La Libertad Avanza,1955,00038,3
La Libertad Avanza,2209,00039,3
La Libertad Avanza,1796,00040,3
La Libertad Avanza,3056,00041,3
La Libertad Avanza,2546,00042,3
La Libertad Avanza,2090,00043,4
La Libertad Avanza,1600,00044,4
La Libertad Avanza,1144,00045,4
La Libertad Avanza,1118,00046,4
La Libertad Avanza,2399,00047,4
La Libertad Avanza,2169,00048,4
La Libertad Avanza,1960,00049,4
La Libertad Avanza,2475,00050,4
La Libertad Avanza,1860,00051,4
La Libertad Avanza,1698,00052,4
La Libertad Avanza,1914,00053,4
La Libertad Avanza,2487,00054,4
La Libertad Avanza,1578,00055,4
La Libertad Avanza,1726,00056,4
La Libertad Avanza,3433,00057,4
La Libertad Avanza,2388,00058,5
La Libertad Avanza,2185,00059,5
La Libertad Avanza,2537,00060,5
La Libertad Avanza,2707,00061,5
La Libertad Avanza,1751,00062,5
La Libertad Avanza,3534,00063,5
La Libertad Avanza,3695,00064,5
La Libertad Avanza,1914,00065,5
La Libertad Avanza,2383,00066,5
La Libertad Avanza,3517,00067,5
La Libertad Avanza,3388,00068,6
La Libertad Avanza,5679,00069,6
La Libertad Avanza,4723,00070,6
La Libertad Avanza,6219,00071,6
La Libertad Avanza,2472,00072,6
La Libertad Avanza,3396,00073,6
La Libertad Avanza,5243,00074,6
La Libertad Avanza,1931,00075,7
La Libertad Avanza,3227,00076,7
La Libertad Avanza,2397,00077,7
La Libertad Avanza,2157,00078,7
La Libertad Avanza,2651,00079,7
La Libertad Avanza,2770,00080,7
La Libertad Avanza,1832,00081,7
La Libertad Avanza,2786,00082,7
La Libertad Avanza,4256,00083,7
La Libertad Avanza,2238,00084,7
La Libertad Avanza,1565,00085,7
La Libertad Avanza,5618,00086,7
La Libertad Avanza,5036,00087,8
La Libertad Avanza,3262,00088,8
La Libertad Avanza,9017,00089,8
La Libertad Avanza,7329,00090,8
La Libertad Avanza,1998,00091,9
La Libertad Avanza,2674,00092,9
La Libertad Avanza,1562,00093,9
La Libertad Avanza,1901,00094,9
La Libertad Avanza,3438,00095,9
La Libertad Avanza,2247,00096,9
La Libertad Avanza,1941,00097,9
La Libertad Avanza,4344,00098,9
La Libertad Avanza,2413,00099,9
La Libertad Avanza,2921,00100,9
La Libertad Avanza,3246,00101,9
La Libertad Avanza,2878,00102,10
La Libertad Avanza,2592,00103,10
La Libertad Avanza,2484,00104,10
La Libertad Avanza,3820,00105,10
La Libertad Avanza,2320,00106,10
La Libertad Avanza,3810,00107,10
La Libertad Avanza,2287,00108,10
La Libertad Avanza,3537,00109,10
La Libertad Avanza,1764,00110,10
La Libertad Avanza,2153,00111,10
La Libertad Avanza,1552,00112,10
La Libertad Avanza,2648,00113,11
La Libertad Avanza,3318,00114,11
La Libertad Avanza,2185,00115,11
La Libertad Avanza,3164,00116,11
La Libertad Avanza,3549,00117,11
La Libertad Avanza,3090,00118,11
La Libertad Avanza,3672,00119,11
La Libertad Avanza,4257,00120,11
La Libertad Avanza,3236,00121,11
La Libertad Avanza,3562,00122,11
La Libertad Avanza,3234,00123,11
La Libertad Avanza,3127,00124,12
La Libertad Avanza,4350,00125,12
La Libertad Avanza,3637,00126,12
La Libertad Avanza,5515,00127,12
La Libertad Avanza,4196,00128,12
La Libertad Avanza,5491,00129,12
La Libertad Avanza,3492,00130,12
La Libertad Avanza,1117,00131,12
La Libertad Avanza,3889,00132,12
La Libertad Avanza,4172,00133,12
La Libertad Avanza,1897,00134,13
La Libertad Avanza,2847,00135,13
La Libertad Avanza,3040,00136,13
La Libertad Avanza,2885,00137,13
La Libertad Avanza,6590,00138,13
La Libertad Avanza,4089,00139,13
La Libertad Avanza,1960,00140,13
La Libertad Avanza,3702,00141,13
La Libertad Avanza,6496,00142,13
La Libertad Avanza,3806,00143,13
La Libertad Avanza,1881,00144,13
La Libertad Avanza,2825,00145,13
La Libertad Avanza,1994,00146,13
La Libertad Avanza,4211,00147,13
La Libertad Avanza,5280,00148,14
La Libertad Avanza,6434,00149,14
La Libertad Avanza,3775,00150,14
La Libertad Avanza,6467,00151,14
La Libertad Avanza,4487,00152,14
La Libertad Avanza,4455,00153,14
La Libertad Avanza,4948,00154,14
La Libertad Avanza,4724,00155,14
La Libertad Avanza,1636,00156,14
La Libertad Avanza,2807,00157,14
La Libertad Avanza,3484,00158,15
La Libertad Avanza,2165,00159,15
La Libertad Avanza,3983,00160,15
La Libertad Avanza,3437,00161,15
La Libertad Avanza,2754,00162,15
La Libertad Avanza,1885,00163,15
La Libertad Avanza,2036,00164,15
La Libertad Avanza,3593,00165,15
La Libertad Avanza,2962,00166,15
La Libertad Avanza,2543,00167,15
Movimiento Plural,7,00001,1
Movimiento Plural,6,00002,1
Movimiento Plural,2,00003,1
Movimiento Plural,1,00004,1
Movimiento Plural,39,00005,1
Movimiento Plural,5,00006,1
Movimiento Plural,9,00007,1
Movimiento Plural,3,00008,1
Movimiento Plural,17,00009,1
Movimiento Plural,10,00010,1
Movimiento Plural,9,00011,1
Movimiento Plural,10,00012,1
Movimiento Plural,11,00013,1
Movimiento Plural,4,00014,1
Movimiento Plural,14,00015,1
Movimiento Plural,9,00016,1
Movimiento Plural,17,00017,1
Movimiento Plural,8,00018,1
Movimiento Plural,15,00019,1
Movimiento Plural,3,00020,2
Movimiento Plural,11,00021,2
Movimiento Plural,14,00022,2
Movimiento Plural,8,00023,2
Movimiento Plural,4,00024,2
Movimiento Plural,0,00025,2
Movimiento Plural,4,00026,2
Movimiento Plural,6,00027,2
Movimiento Plural,14,00028,2
Movimiento Plural,4,00029,2
Movimiento Plural,20,00030,3
Movimiento Plural,9,00031,3
Movimiento Plural,12,00032,3
Movimiento Plural,8,00033,3
Movimiento Plural,14,00034,3
Movimiento Plural,8,00035,3
Movimiento Plural,10,00036,3
Movimiento Plural,9,00037,3
Movimiento Plural,11,00038,3
Movimiento Plural,17,00039,3
Movimiento Plural,21,00040,3
Movimiento Plural,27,00041,3
Movimiento Plural,13,00042,3
Movimiento Plural,10,00043,4
Movimiento Plural,6,00044,4
Movimiento Plural,5,00045,4
Movimiento Plural,5,00046,4
Movimiento Plural,27,00047,4
Movimiento Plural,18,00048,4
Movimiento Plural,12,00049,4
Movimiento Plural,17,00050,4
Movimiento Plural,21,00051,4
Movimiento Plural,28,00052,4
Movimiento Plural,21,00053,4
Movimiento Plural,20,00054,4
Movimiento Plural,16,00055,4
Movimiento Plural,11,00056,4
Movimiento Plural,20,00057,4
Movimiento Plural,20,00058,5
Movimiento Plural,11,00059,5
Movimiento Plural,18,00060,5
Movimiento Plural,18,00061,5
Movimiento Plural,12,00062,5
Movimiento Plural,25,00063,5
Movimiento Plural,27,00064,5
Movimiento Plural,13,00065,5
Movimiento Plural,10,00066,5
Movimiento Plural,10,00067,5
Movimiento Plural,26,00068,6
Movimiento Plural,12,00069,6
Movimiento Plural,16,00070,6
Movimiento Plural,25,00071,6
Movimiento Plural,4,00072,6
Movimiento Plural,16,00073,6
Movimiento Plural,14,00074,6
Movimiento Plural,12,00075,7
Movimiento Plural,11,00076,7
Movimiento Plural,7,00077,7
Movimiento Plural,4,00078,7
Movimiento Plural,4,00079,7
Movimiento Plural,7,00080,7
Movimiento Plural,8,00081,7
Movimiento Plural,11,00082,7
Movimiento Plural,13,00083,7
Movimiento Plural,5,00084,7
Movimiento Plural,9,00085,7
Movimiento Plural,29,00086,7
Movimiento Plural,44,00087,8
Movimiento Plural,13,00088,8
Movimiento Plural,49,00089,8
Movimiento Plural,43,00090,8
Movimiento Plural,14,00091,9
Movimiento Plural,11,00092,9
Movimiento Plural,15,00093,9
Movimiento Plural,16,00094,9
Movimiento Plural,18,00095,9
Movimiento Plural,7,00096,9
Movimiento Plural,7,00097,9
Movimiento Plural,25,00098,9
Movimiento Plural,8,00099,9
Movimiento Plural,8,00100,9
Movimiento Plural,21,00101,9
Movimiento Plural,7,00102,10
Movimiento Plural,18,00103,10
Movimiento Plural,10,00104,10
Movimiento Plural,17,00105,10
Movimiento Plural,16,00106,10
Movimiento Plural,11,00107,10
Movimiento Plural,11,00108,10
Movimiento Plural,7,00109,10
Movimiento Plural,4,00110,10
Movimiento Plural,7,00111,10
Movimiento Plural,9,00112,10
Movimiento Plural,11,00113,11
Movimiento Plural,8,00114,11
Movimiento Plural,6,00115,11
Movimiento Plural,9,00116,11
Movimiento Plural,8,00117,11
Movimiento Plural,12,00118,11
Movimiento Plural,8,00119,11
Movimiento Plural,16,00120,11
Movimiento Plural,14,00121,11
Movimiento Plural,6,00122,11
Movimiento Plural,13,00123,11
Movimiento Plural,8,00124,12
Movimiento Plural,13,00125,12
Movimiento Plural,11,00126,12
Movimiento Plural,22,00127,12
Movimiento Plural,16,00128,12
Movimiento Plural,19,00129,12
Movimiento Plural,11,00130,12
Movimiento Plural,2,00131,12
Movimiento Plural,11,00132,12
Movimiento Plural,15,00133,12
Movimiento Plural,2,00134,13
Movimiento Plural,4,00135,13
Movimiento Plural,7,00136,13
Movimiento Plural,6,00137,13
Movimiento Plural,15,00138,13
Movimiento Plural,10,00139,13
Movimiento Plural,5,00140,13
Movimiento Plural,7,00141,13
Movimiento Plural,9,00142,13
Movimiento Plural,5,00143,13
Movimiento Plural,8,00144,13
Movimiento Plural,10,00145,13
Movimiento Plural,7,00146,13
Movimiento Plural,12,00147,13
Movimiento Plural,13,00148,14
Movimiento Plural,14,00149,14
Movimiento Plural,5,00150,14
Movimiento Plural,8,00151,14
Movimiento Plural,10,00152,14
Movimiento Plural,18,00153,14
Movimiento Plural,12,00154,14
Movimiento Plural,15,00155,14
Movimiento Plural,4,00156,14
Movimiento Plural,10,00157,14
Movimiento Plural,16,00158,15
Movimiento Plural,8,00159,15
Movimiento Plural,9,00160,15
Movimiento Plural,18,00161,15
Movimiento Plural,16,00162,15
Movimiento Plural,5,00163,15
Movimiento Plural,13,00164,15
Movimiento Plural,7,00165,15
Movimiento Plural,13,00166,15
Movimiento Plural,11,00167,15
