descripcion_candidatura,sum cant_votos,CIRCUITO,COMUNA
Votos DE IDENTIDAD IMPUGNADA,1,00114,11
Votos DE IDENTIDAD IMPUGNADA,0,00115,11
Votos DE IDENTIDAD IMPUGNADA,2,00116,11
Votos DE IDENTIDAD IMPUGNADA,0,00117,11
Votos DE IDENTIDAD IMPUGNADA,0,00118,11
Votos DE IDENTIDAD IMPUGNADA,0,00119,11
Votos DE IDENTIDAD IMPUGNADA,0,00120,11
Votos DE IDENTIDAD IMPUGNADA,1,00121,11
Votos DE IDENTIDAD IMPUGNADA,1,00122,11
Votos DE IDENTIDAD IMPUGNADA,2,00123,11
Votos DE IDENTIDAD IMPUGNADA,1,00124,12
Votos DE IDENTIDAD IMPUGNADA,0,00125,12
Votos DE IDENTIDAD IMPUGNADA,1,00126,12
Votos DE IDENTIDAD IMPUGNADA,0,00127,12
Votos DE IDENTIDAD IMPUGNADA,1,00128,12
Votos DE IDENTIDAD IMPUGNADA,1,00129,12
Votos DE IDENTIDAD IMPUGNADA,0,00130,12
Votos DE IDENTIDAD IMPUGNADA,1,00131,12
Votos DE IDENTIDAD IMPUGNADA,0,00132,12
Votos DE IDENTIDAD IMPUGNADA,13,00133,12
Votos DE IDENTIDAD IMPUGNADA,0,00134,13
Votos DE IDENTIDAD IMPUGNADA,2,00135,13
Votos DE IDENTIDAD IMPUGNADA,0,00136,13
Votos DE IDENTIDAD IMPUGNADA,0,00137,13
Votos DE IDENTIDAD IMPUGNADA,1,00138,13
Votos DE IDENTIDAD IMPUGNADA,0,00139,13
Votos DE IDENTIDAD IMPUGNADA,0,00140,13
Votos DE IDENTIDAD IMPUGNADA,0,00141,13
Votos DE IDENTIDAD IMPUGNADA,2,00142,13
Votos DE IDENTIDAD IMPUGNADA,0,00143,13
Votos DE IDENTIDAD IMPUGNADA,0,00144,13
Votos DE IDENTIDAD IMPUGNADA,0,00145,13
Votos DE IDENTIDAD IMPUGNADA,0,00146,13
Votos DE IDENTIDAD IMPUGNADA,0,00147,13
Votos DE IDENTIDAD IMPUGNADA,1,00148,14
Votos DE IDENTIDAD IMPUGNADA,1,00149,14
Votos DE IDENTIDAD IMPUGNADA,7,00150,14
Votos DE IDENTIDAD IMPUGNADA,0,00151,14
Votos DE IDENTIDAD IMPUGNADA,0,00152,14
Votos DE IDENTIDAD IMPUGNADA,1,00153,14
Votos DE IDENTIDAD IMPUGNADA,0,00154,14
Votos DE IDENTIDAD IMPUGNADA,0,00155,14
Votos DE IDENTIDAD IMPUGNADA,0,00156,14
Votos DE IDENTIDAD IMPUGNADA,1,00157,14
Votos DE IDENTIDAD IMPUGNADA,1,00158,15
Votos DE IDENTIDAD IMPUGNADA,0,00159,15
Votos DE IDENTIDAD IMPUGNADA,1,00160,15
Votos DE IDENTIDAD IMPUGNADA,0,00161,15
Votos DE IDENTIDAD IMPUGNADA,0,00162,15
Votos DE IDENTIDAD IMPUGNADA,0,00163,15
Votos DE IDENTIDAD IMPUGNADA,0,00164,15
Votos DE IDENTIDAD IMPUGNADA,2,00165,15
Votos DE IDENTIDAD IMPUGNADA,0,00166,15
Votos DE IDENTIDAD IMPUGNADA,0,00167,15
Votos NULOS,1,00001,1
Votos NULOS,13,00002,1
Votos NULOS,3,00003,1
Votos NULOS,0,00004,1
Votos NULOS,14,00005,1
Votos NULOS,3,00006,1
Votos NULOS,1,00007,1
Votos NULOS,2,00008,1
Votos NULOS,10,00009,1
Votos NULOS,6,00010,1
Votos NULOS,8,00011,1
Votos NULOS,6,00012,1
Votos NULOS,7,00013,1
Votos NULOS,4,00014,1
Votos NULOS,9,00015,1
Votos NULOS,8,00016,1
Votos NULOS,11,00017,1
Votos NULOS,1,00018,1
Votos NULOS,4,00019,1
Votos NULOS,2,00020,2
Votos NULOS,8,00021,2
Votos NULOS,2,00022,2
Votos NULOS,8,00023,2
Votos NULOS,3,00024,2
Votos NULOS,4,00025,2
Votos NULOS,5,00026,2
Votos NULOS,6,00027,2
Votos NULOS,3,00028,2
Votos NULOS,4,00029,2
Votos NULOS,13,00030,3
Votos NULOS,9,00031,3
Votos NULOS,9,00032,3
Votos NULOS,17,00033,3
Votos NULOS,11,00034,3
Votos NULOS,8,00035,3
Votos NULOS,4,00036,3
Votos NULOS,9,00037,3
Votos NULOS,10,00038,3
Votos NULOS,8,00039,3
Votos NULOS,6,00040,3
Votos NULOS,8,00041,3
Votos NULOS,10,00042,3
Votos NULOS,6,00043,4
Votos NULOS,6,00044,4
Votos NULOS,10,00045,4
Votos NULOS,7,00046,4
Votos NULOS,8,00047,4
Votos NULOS,7,00048,4
Votos NULOS,18,00049,4
Votos NULOS,6,00050,4
Votos NULOS,4,00051,4
Votos NULOS,10,00052,4
Votos NULOS,9,00053,4
Votos NULOS,5,00054,4
Votos NULOS,19,00055,4
Votos NULOS,3,00056,4
Votos NULOS,7,00057,4
Votos NULOS,10,00058,5
Votos NULOS,10,00059,5
Votos NULOS,11,00060,5
Votos NULOS,7,00061,5
Votos NULOS,3,00062,5
Votos NULOS,12,00063,5
Votos NULOS,11,00064,5
Votos NULOS,10,00065,5
Votos NULOS,4,00066,5
Votos NULOS,10,00067,5
Votos NULOS,10,00068,6
Votos NULOS,17,00069,6
Votos NULOS,19,00070,6
Votos NULOS,9,00071,6
Votos NULOS,8,00072,6
Votos NULOS,6,00073,6
Votos NULOS,22,00074,6
Votos NULOS,14,00075,7
Votos NULOS,8,00076,7
Votos NULOS,9,00077,7
Votos NULOS,5,00078,7
Votos NULOS,8,00079,7
Votos NULOS,0,00080,7
Votos NULOS,6,00081,7
Votos NULOS,9,00082,7
Votos NULOS,9,00083,7
Votos NULOS,4,00084,7
Votos NULOS,6,00085,7
Votos NULOS,31,00086,7
Votos NULOS,51,00087,8
Votos NULOS,13,00088,8
Votos NULOS,25,00089,8
Votos NULOS,35,00090,8
Votos NULOS,9,00091,9
Votos NULOS,11,00092,9
Votos NULOS,4,00093,9
Votos NULOS,7,00094,9
Votos NULOS,10,00095,9
Votos NULOS,23,00096,9
Votos NULOS,6,00097,9
Votos NULOS,12,00098,9
Votos NULOS,4,00099,9
Votos NULOS,4,00100,9
Votos NULOS,6,00101,9
Votos NULOS,8,00102,10
Votos NULOS,9,00103,10
Votos NULOS,13,00104,10
Votos NULOS,10,00105,10
Votos NULOS,14,00106,10
Votos NULOS,12,00107,10
Votos NULOS,10,00108,10
Votos NULOS,12,00109,10
Votos NULOS,5,00110,10
Votos NULOS,9,00111,10
Votos NULOS,4,00112,10
Votos NULOS,13,00113,11
Votos NULOS,19,00114,11
Votos NULOS,11,00115,11
Votos NULOS,8,00116,11
Votos NULOS,7,00117,11
Votos NULOS,4,00118,11
Votos NULOS,9,00119,11
Votos NULOS,11,00120,11
Votos NULOS,13,00121,11
Votos NULOS,8,00122,11
Votos NULOS,6,00123,11
Votos NULOS,7,00124,12
Votos NULOS,13,00125,12
Votos NULOS,19,00126,12
Votos NULOS,11,00127,12
Votos NULOS,11,00128,12
Votos NULOS,18,00129,12
Votos NULOS,11,00130,12
Votos NULOS,6,00131,12
Votos NULOS,8,00132,12
Votos NULOS,7,00133,12
Votos NULOS,0,00134,13
Votos NULOS,4,00135,13
Votos NULOS,3,00136,13
Votos NULOS,6,00137,13
Votos NULOS,20,00138,13
Votos NULOS,2,00139,13
Votos NULOS,5,00140,13
Votos NULOS,2,00141,13
Votos NULOS,6,00142,13
Votos NULOS,10,00143,13
Votos NULOS,4,00144,13
Votos NULOS,8,00145,13
Votos NULOS,7,00146,13
Votos NULOS,9,00147,13
Votos NULOS,9,00148,14
Votos NULOS,5,00149,14
Votos NULOS,1,00150,14
Votos NULOS,5,00151,14
Votos NULOS,10,00152,14
Votos NULOS,9,00153,14
Votos NULOS,14,00154,14
Votos NULOS,10,00155,14
Votos NULOS,8,00156,14
Votos NULOS,7,00157,14
Votos NULOS,7,00158,15
Votos NULOS,4,00159,15
Votos NULOS,9,00160,15
Votos NULOS,10,00161,15
Votos NULOS,8,00162,15
Votos NULOS,5,00163,15
Votos NULOS,14,00164,15
Votos NULOS,11,00165,15
Votos NULOS,7,00166,15
Votos NULOS,7,00167,15
Votos RECURRIDOS,1,00001,1
Votos RECURRIDOS,1,00002,1
Votos RECURRIDOS,0,00003,1
Votos RECURRIDOS,0,00004,1
Votos RECURRIDOS,5,00005,1
Votos RECURRIDOS,2,00006,1
Votos RECURRIDOS,2,00007,1
Votos RECURRIDOS,10,00008,1
Votos RECURRIDOS,0,00009,1
Votos RECURRIDOS,0,00010,1
Votos RECURRIDOS,0,00011,1
Votos RECURRIDOS,0,00012,1
Votos RECURRIDOS,1,00013,1
Votos RECURRIDOS,1,00014,1
Votos RECURRIDOS,2,00015,1
Votos RECURRIDOS,1,00016,1
Votos RECURRIDOS,0,00017,1
Votos RECURRIDOS,0,00018,1
Votos RECURRIDOS,1,00019,1
Votos RECURRIDOS,0,00020,2
Votos RECURRIDOS,3,00021,2
Votos RECURRIDOS,0,00022,2
Votos RECURRIDOS,1,00023,2
Votos RECURRIDOS,1,00024,2
Votos RECURRIDOS,0,00025,2
Votos RECURRIDOS,1,00026,2
Votos RECURRIDOS,1,00027,2
Votos RECURRIDOS,0,00028,2
Votos RECURRIDOS,3,00029,2
Votos RECURRIDOS,2,00030,3
Votos RECURRIDOS,2,00031,3
Votos RECURRIDOS,2,00032,3
Votos RECURRIDOS,1,00033,3
Votos RECURRIDOS,1,00034,3
Votos RECURRIDOS,1,00035,3
Votos RECURRIDOS,0,00036,3
Votos RECURRIDOS,2,00037,3
Votos RECURRIDOS,0,00038,3
Votos RECURRIDOS,1,00039,3
Votos RECURRIDOS,1,00040,3
Votos RECURRIDOS,1,00041,3
Votos RECURRIDOS,1,00042,3
Votos RECURRIDOS,0,00043,4
Votos RECURRIDOS,0,00044,4
Votos RECURRIDOS,0,00045,4
Votos RECURRIDOS,0,00046,4
Votos RECURRIDOS,1,00047,4
Votos RECURRIDOS,1,00048,4
Votos RECURRIDOS,0,00049,4
Votos RECURRIDOS,1,00050,4
Votos RECURRIDOS,0,00051,4
Votos RECURRIDOS,1,00052,4
Votos RECURRIDOS,0,00053,4
Votos RECURRIDOS,4,00054,4
Votos RECURRIDOS,0,00055,4
Votos RECURRIDOS,0,00056,4
Votos RECURRIDOS,5,00057,4
Votos RECURRIDOS,1,00058,5
Votos RECURRIDOS,0,00059,5
Votos RECURRIDOS,2,00060,5
Votos RECURRIDOS,0,00061,5
Votos RECURRIDOS,0,00062,5
Votos RECURRIDOS,0,00063,5
Votos RECURRIDOS,0,00064,5
Votos RECURRIDOS,1,00065,5
Votos RECURRIDOS,0,00066,5
Votos RECURRIDOS,3,00067,5
Votos RECURRIDOS,1,00068,6
Votos RECURRIDOS,0,00069,6
Votos RECURRIDOS,5,00070,6
Votos RECURRIDOS,4,00071,6
Votos RECURRIDOS,0,00072,6
Votos RECURRIDOS,0,00073,6
Votos RECURRIDOS,0,00074,6
Votos RECURRIDOS,0,00075,7
Votos RECURRIDOS,2,00076,7
Votos RECURRIDOS,0,00077,7
Votos RECURRIDOS,6,00078,7
Votos RECURRIDOS,0,00079,7
Votos RECURRIDOS,1,00080,7
Votos RECURRIDOS,0,00081,7
Votos RECURRIDOS,0,00082,7
Votos RECURRIDOS,3,00083,7
Votos RECURRIDOS,0,00084,7
Votos RECURRIDOS,1,00085,7
Votos RECURRIDOS,1,00086,7
Votos RECURRIDOS,26,00087,8
Votos RECURRIDOS,1,00088,8
Votos RECURRIDOS,7,00089,8
Votos RECURRIDOS,2,00090,8
Votos RECURRIDOS,0,00091,9
Votos RECURRIDOS,1,00092,9
Votos RECURRIDOS,0,00093,9
Votos RECURRIDOS,1,00094,9
Votos RECURRIDOS,0,00095,9
Votos RECURRIDOS,1,00096,9
Votos RECURRIDOS,1,00097,9
Votos RECURRIDOS,3,00098,9
Votos RECURRIDOS,0,00099,9
Votos RECURRIDOS,1,00100,9
Votos RECURRIDOS,0,00101,9
Votos RECURRIDOS,1,00102,10
Votos RECURRIDOS,3,00103,10
Votos RECURRIDOS,0,00104,10
Votos RECURRIDOS,1,00105,10
Votos RECURRIDOS,0,00106,10
Votos RECURRIDOS,1,00107,10
Votos RECURRIDOS,0,00108,10
Votos RECURRIDOS,0,00109,10
Votos RECURRIDOS,0,00110,10
Votos RECURRIDOS,7,00111,10
Votos RECURRIDOS,1,00112,10
Votos RECURRIDOS,0,00113,11
Votos RECURRIDOS,1,00114,11
Votos RECURRIDOS,0,00115,11
Votos RECURRIDOS,2,00116,11
Votos RECURRIDOS,0,00117,11
Votos RECURRIDOS,0,00118,11
Votos RECURRIDOS,8,00119,11
Votos RECURRIDOS,1,00120,11
Votos RECURRIDOS,0,00121,11
Votos RECURRIDOS,1,00122,11
Votos RECURRIDOS,0,00123,11
Votos RECURRIDOS,2,00124,12
Votos RECURRIDOS,0,00125,12
Votos RECURRIDOS,2,00126,12
Votos RECURRIDOS,1,00127,12
Votos RECURRIDOS,0,00128,12
Votos RECURRIDOS,0,00129,12
Votos RECURRIDOS,2,00130,12
Votos RECURRIDOS,0,00131,12
Votos RECURRIDOS,6,00132,12
Votos RECURRIDOS,0,00133,12
Votos RECURRIDOS,0,00134,13
Votos RECURRIDOS,1,00135,13
Votos RECURRIDOS,2,00136,13
Votos RECURRIDOS,0,00137,13
Votos RECURRIDOS,2,00138,13
Votos RECURRIDOS,0,00139,13
Votos RECURRIDOS,0,00140,13
Votos RECURRIDOS,0,00141,13
Votos RECURRIDOS,0,00142,13
Votos RECURRIDOS,2,00143,13
Votos RECURRIDOS,1,00144,13
Votos RECURRIDOS,3,00145,13
Votos RECURRIDOS,1,00146,13
Votos RECURRIDOS,0,00147,13
Votos RECURRIDOS,2,00148,14
Votos RECURRIDOS,5,00149,14
Votos RECURRIDOS,0,00150,14
Votos RECURRIDOS,0,00151,14
Votos RECURRIDOS,0,00152,14
Votos RECURRIDOS,0,00153,14
Votos RECURRIDOS,2,00154,14
Votos RECURRIDOS,1,00155,14
Votos RECURRIDOS,0,00156,14
Votos RECURRIDOS,2,00157,14
Votos RECURRIDOS,0,00158,15
Votos RECURRIDOS,0,00159,15
Votos RECURRIDOS,0,00160,15
Votos RECURRIDOS,5,00161,15
Votos RECURRIDOS,1,00162,15
Votos RECURRIDOS,1,00163,15
Votos RECURRIDOS,0,00164,15
Votos RECURRIDOS,0,00165,15
Votos RECURRIDOS,0,00166,15
Votos RECURRIDOS,1,00167,15
